RIS_name,mouse_symbol,Product,MGI,mouse_chr,retrovirus,transposon
Ctnnd2,Ctnnd2,"catenin (cadherin associated protein), delta 2",MGI:1195966,chr15,0,3
ND,Ctr9,"Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",MGI:109345,ND,2,0
ND,Cts3,cathepsin 3,MGI:2151929,chr13,1,1
ND,Ctsb,cathepsin B,MGI:88561,chr14,1,0
ND,Ctsc,cathepsin C,MGI:109553,chr7,2,0
ND,Ctsh,cathepsin H,MGI:107285,chr9,1,0
Btl35,Cuedc1,CUE domain containing 1,MGI:2144281,chr11,4,0
ND,Cul1,cullin 1,MGI:1349658,chr6,1,1
ND,Cul3,cullin 3,MGI:1347360,chr1,1,0
Cul4b,Cul4b,cullin 4B,MGI:1919834,chrX,4,0
Evi71,Cutl1,cut-like 1 (Drosophila),MGI:88568,chr5,5,0
ND,Cutl2,cut-like 2 (Drosophila),MGI:107321,chr5,1,0
ND,Cxcl12,chemokine (C-X-C motif) ligand 12,MGI:103556,chr6,1,0
ND,Cxcl15,chemokine (C-X-C motif) ligand 15,MGI:1339941,chr5,0,1
ND,Cxcl5,chemokine (C-X-C motif) ligand 5,MGI:1096868,chr5,1,0
ND,Cxcr3,chemokine (C-X-C motif) receptor 3,MGI:1277207,chrX,1,0
ND,Cxcr4,chemokine (C-X-C motif) receptor 4,MGI:109563,chr1,3,1
ND,Cxxc4,CXXC finger 4,MGI:2442112,chr3,1,0
ND,Cxxc5,CXXC finger 5,MGI:1914643,chr18,2,0
ND,Cyb5,cytochrome b-5,MGI:1926952,chr18,2,0
ND,Cyb5r3,cytochrome b5 reductase 3,MGI:94893,chr15,1,0
ND,Cycs,"cytochrome c, somatic",MGI:88578,chr6,1,0
ND,Cyld,cylindromatosis (turban tumor syndrome),MGI:1921506,chr8,1,0
ND,Cyp11b1,"cytochrome P450, family 11, subfamily b, polypeptide 1",MGI:88583,chr15,0,1
ND,Cyp1b1,"cytochrome P450, family 1, subfamily b, polypeptide 1",MGI:88590,chr17,0,1
ND,Cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1",MGI:2176159,chr6,1,0
ND,Cyp2d12,"cytochrome P450, family 2, subfamily d, polypeptide 12",MGI:88604,chr15,0,1
ND,Cyp2d22,"cytochrome P450, family 2, subfamily d, polypeptide 22",MGI:1929474,chr15,0,1
ND,Cyp2d34,"cytochrome P450, family 2, subfamily d, polypeptide 34",MGI:2385022,chr15,0,1
ND,Cyp4f13,"cytochrome P450, family 4, subfamily f, polypeptide 13",MGI:2158641,chr17,1,0
ND,Cyp51,"cytochrome P450, family 51",MGI:106040,chr5,1,0
ND,D030011O10Rik,RIKEN cDNA D030011O10 gene,MGI:2444273,chr6,1,1
ND,D0H4S114,"DNA segment, human D4S114",MGI:99444,ND,1,0
ND,D10Jhu81e,"DNA segment, Chr 10, Johns Hopkins University 81 expressed",MGI:1351861,chr10,2,0
ND,D11Bwg0517e,"DNA segment, Chr 11, Brigham & Women's Genetics 0517 expressed",MGI:106368,chr11,1,0
ND,D12Ertd553e,"DNA segment, Chr 12, ERATO Doi 553, expressed",MGI:1261783,chr12,2,0
ND,D130059P03Rik,RIKEN cDNA D130059P03 gene,MGI:2444236,chr6,1,0
ND,D15Wsu169e,"DNA segment, Chr 15, Wayne State University 169, expressed",MGI:107858,chr15,1,0
ND,D16Ertd472e,"DNA segment, Chr 16, ERATO Doi 472, expressed",MGI:1196400,chr16,3,0
ND,D17Wsu104e,"DNA segment, Chr 17, Wayne State University 104, expressed",MGI:2156020,chr17,1,0
ND,D18Ertd653e,"DNA segment, Chr 18, ERATO Doi 653, expressed",MGI:1277150,chr18,2,0
ND,D19Wsu162e,"DNA segment, Chr 19, Wayne State University 162, expressed",MGI:107577,chr19,1,0
ND,D230014K01Rik,RIKEN cDNA D230014K01 gene,MGI:2443788,chr11,2,0
ND,D330017J20Rik,RIKEN cDNA D330017J20 gene,MGI:2444363,chr6,0,1
ND,D330022A01Rik,RIKEN cDNA D330022A01 gene,MGI:2443519,chr9,1,0
ND,D3Bwg0562e,"DNA segment, Chr 3, Brigham & Women's Genetics 0562 expressed",MGI:106530,chr3,1,0
ND,D430041B17Rik,RIKEN cDNA D430041B17 gene,MGI:3605641,chr7,1,0
ND,D4Bwg0951e,"DNA segment, Chr 4, Brigham & Women's Genetics 0951 expressed",MGI:106510,chr4,0,1
NKI-9,D4Wsu132e,"DNA segment, Chr 4, Wayne State University 132, expressed",MGI:107328,chr4,1,0
D4Wsu53e,D4Wsu53e,"DNA segment, Chr 4, Wayne State University 53, expressed",MGI:106498,chr4,2,0
ND,D530005L17Rik,RIKEN cDNA D530005L17 gene,MGI:2443104,chr4,0,1
ND,D530033C11Rik,RIKEN cDNA D530033C11 gene,MGI:1925831,chr15,0,1
ND,D630037F22Rik,RIKEN cDNA D630037F22 gene,MGI:2442827,chr10,1,0
ND,D630040G17Rik,RIKEN cDNA D630040G17 gene,MGI:2444807,chr8,2,0
Cri14,D6Mm5e,"DNA segment, Chr 6, Miriam Meisler 5, expressed",MGI:1315200,chr6,2,0
ND,D6Wsu176e,"DNA segment, Chr 6, Wayne State University 176, expressed",MGI:107892,chr6,3,0
ND,D730040F13Rik,RIKEN cDNA D730040F13 gene,MGI:2445107,chr4,1,0
ND,D830014E11Rik,RIKEN cDNA D830014E11 gene,MGI:2444658,chr5,0,1
ND,D930020E02Rik,RIKEN cDNA D930020E02 gene,MGI:3045308,chr14,1,0
ND,Dab2,disabled homolog 2 (Drosophila),MGI:109175,chr15,1,0
ND,Dach1,dachshund 1 (Drosophila),MGI:1277991,chr14,1,1
Slis-1,Dach2,dachshund 2 (Drosophila),MGI:1890446,chr12,3,0
ND,Dact1,"dapper homolog 1, antagonist of beta-catenin (xenopus)",MGI:1891740,chr12,1,0
ND,Dagla,"diacylglycerol lipase, alpha",MGI:2677061,chr19,1,0
ND,Dalrd3,DALR anticodon binding domain containing 3,MGI:1915039,chr9,2,0
ND,Dap,death-associated protein,MGI:1918190,chr15,0,1
ND,Dapk2,death-associated kinase 2,MGI:1341297,chr9,1,0
ND,Dapp1,dual adaptor for phosphotyrosine and 3-phosphoinositides 1,MGI:1347063,chr3,1,0
ND,Dars,aspartyl-tRNA synthetase,MGI:2442544,chr1,2,1
ND,Daxx,Fas death domain-associated protein,MGI:1197015,chr17,1,0
ND,Dbc1,deleted in bladder cancer 1 (human),MGI:1928478,chr4,0,2
ND,Dcbld2,"discoidin, CUB and LCCL domain containing 2",MGI:1920629,chr16,1,0
ND,Dci,"dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenyme A isomerase)",MGI:94871,chr17,1,0
ND,Dclk1,doublecortin-like kinase 1,MGI:1330861,chr3,1,0
ND,Dclk3,doublecortin-like kinase 3,MGI:3039580,chr9,1,0
ND,Dcn,decorin,MGI:94872,chr10,1,0
ND,Dctd,dCMP deaminase,MGI:2444529,chr8,1,0
ND,Dctn1,dynactin 1,MGI:107745,chr6,0,1
ND,Dctn3,dynactin 3,MGI:1859251,chr4,0,1
ND,Ddb2,damage specific DNA binding protein 2,MGI:1355314,chr2,1,0
ND,Ddef1,development and differentiation enhancing,MGI:1342335,chr15,0,1
ND,Ddef2,development and differentiation enhancing factor 2,MGI:2685438,chr12,1,0
ND,Ddi2,DNA-damage inducible protein 2,MGI:1917244,chr4,0,1
ND,Ddit4,DNA-damage-inducible transcript 4,MGI:1921997,chr10,2,0
Btl25,Ddr1,"discoidin domain receptor family, member 1",MGI:99216,chr17,3,0
ND,Ddx18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,MGI:1914192,chr1,1,0
ND,Ddx19b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b,MGI:2148251,chr8,1,0
ND,Ddx3x,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked",MGI:103064,chrX,4,0
ND,Ddx55,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55,MGI:1915098,chr5,1,0
Ddx6,Ddx6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6,MGI:104976,chr9,4,0
ND,Dedd2,death effector domain-containing DNA binding protein 2,MGI:1914629,chr7,1,0
ND,Def6,differentially expressed in FDCP 6,MGI:1346328,chr17,1,0
ND,Defb19,defensin beta 19,MGI:2385955,chr2,0,1
ND,Defb21,defensin beta 21,MGI:2684967,chr2,1,0
ND,Defb41,defensin beta 41,MGI:1924923,chr1,0,1
ND,Defb7,defensin beta 7,MGI:2179200,chr8,1,0
ND,Dennd1b,DENN/MADD domain containing 1B,MGI:2447812,chr1,0,1
ND,Dennd2a,DENN/MADD domain containing 2A,MGI:2444961,chr6,3,0
ND,Dennd4b,DENN/MADD domain containing 4B,MGI:2446201,chr3,1,0
ND,Dennd4c,DENN/MADD domain containing 4C,MGI:1914769,chr4,0,1
ND,Denr,density-regulated protein,MGI:1915434,chr5,0,1
ND,Dera,2-deoxyribose-5-phosphate aldolase homolog (C. elegans),MGI:1913762,chr6,0,1
ND,Derl1,"Der1-like domain family, member 1",MGI:1915069,chr15,1,0
ND,Dgka,"diacylglycerol kinase, alpha",MGI:102952,chr10,1,0
Dgke,Dgke,"diacylglycerol kinase, epsilon",MGI:1889276,chr11,5,0
ND,Dgkg,"diacylglycerol kinase, gamma",MGI:105060,chr16,1,0
ND,Dgkh,"diacylglycerol kinase, eta",MGI:2444188,chr14,1,0
ND,Dgki,"diacylglycerol kinase, iota",MGI:2443430,chr6,1,2
ND,Dguok,deoxyguanosine kinase,MGI:1351602,chr6,1,1
ND,Dhcr7,7-dehydrocholesterol reductase,MGI:1298378,chr7,1,0
ND,Dhh,desert hedgehog,MGI:94891,chr15,1,0
ND,Dhrs2,dehydrogenase/reductase member 2,MGI:1918662,chr14,1,0
ND,Dhrs3,dehydrogenase/reductase (SDR family) member 3,MGI:1315215,chr4,3,1
ND,Dhrs7b,dehydrogenase/reductase (SDR family) member 7B,MGI:2384931,chr11,1,0
ND,Dhx34,DEAH (Asp-Glu-Ala-His) box polypeptide 34,MGI:1918973,chr7,2,0
ND,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,MGI:108177,chr1,1,0
ND,Dido1,death inducer-obliterator 1,MGI:1344352,chr2,1,0
ND,Dip2b,DIP2 disco-interacting protein 2 homolog B (Drosophila),MGI:2145977,chr15,0,1
ND,Dip2c,DIP2 disco-interacting protein 2 homolog C (Drosophila),MGI:1920179,chr13,0,1
ND,Dirc2,disrupted in renal carcinoma 2 (human),MGI:2387188,chr16,0,1
ND,Dis3l2,DIS3 mitotic control homolog (S. cerevisiae)-like 2,MGI:2442555,chr1,0,1
ND,Dkk4,dickkopf homolog 4 (Xenopus laevis),MGI:2385299,chr8,0,1
ND,Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),MGI:2385311,chr9,1,0
ND,Dlg1,"discs, large homolog 1 (Drosophila)",MGI:107231,chr16,0,2
ND,Dlg2,"discs, large homolog 2 (Drosophila)",MGI:1344351,chr7,1,0
ND,Dlg7,"discs, large homolog 7 (Drosophila)",MGI:2183453,chr14,0,1
Btl14,Dlgap1,"discs, large (Drosophila) homolog-associated protein 1",MGI:1346065,chr17,3,0
ND,Dlgap3,"discs, large (Drosophila) homolog-associated protein 3",MGI:3039563,chr4,0,1
ND,Dlk1,delta-like 1 homolog (Drosophila),MGI:94900,chr12,1,0
ND,Dll1,delta-like 1 (Drosophila),MGI:104659,chr17,1,0
Dlst,Dlst,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),MGI:1926170,chr12,4,0
ND,Dmd,"dystrophin, muscular dystrophy",MGI:94909,chrX,1,0
ND,Dmrt1,doublesex and mab-3 related transcription factor 1,MGI:1354733,chr19,1,0
ND,Dmrta1,doublesex and mab-3 related transcription factor like family A1,MGI:2653627,chr4,1,0
ND,Dmxl1,Dmx-like 1,MGI:2443926,chr18,1,0
ND,Dnahc2,"dynein, axonemal, heavy chain 2",MGI:107731,chr11,1,0
ND,Dnahc5,"dynein, axonemal, heavy chain 5",MGI:107718,chr15,1,2
ND,Dnaja1,"DnaJ (Hsp40) homolog, subfamily A, member 1",MGI:1270129,chr4,2,0
ND,Dnajb12,"DnaJ (Hsp40) homolog, subfamily B, member 12",MGI:1931881,chr10,3,0
ND,Dnajc2,"DnaJ (Hsp40) homolog, subfamily C, member 2",MGI:99470,chr5,1,0
Evi143,Dnajc6,"DnaJ (Hsp40) homolog, subfamily C, member 6",MGI:1919935,chr4,2,0
Evi122,Dnajc9,"DnaJ (Hsp40) homolog, subfamily C, member 9",MGI:1915326,chr14,3,0
Dnalc4,Dnalc4,"dynein, axonemal, light chain 4",MGI:1859217,chr15,4,0
ND,Dnase1l3,deoxyribonuclease 1-like 3,MGI:1314633,chr14,1,0
ND,Dnm3,dynamin 3,MGI:1341299,chr1,3,0
ND,Dnmt3a,DNA methyltransferase 3A,MGI:1261827,chr12,1,0
ND,Dntt,"deoxynucleotidyltransferase, terminal",MGI:98659,chr19,1,0
ND,Dock1,dedicator of cyto-kinesis 1,MGI:2429765,chr7,0,1
ND,Dock3,dedicator of cyto-kinesis 3,MGI:2429763,chr9,0,1
ND,Dok3,docking protein 3,MGI:1351490,chr13,1,0
ND,Dok5,docking protein 5,MGI:1924079,chr2,1,0
ND,Dok6,docking protein 6,MGI:3639495,chr18,0,1
Slis-3,Dopey2,dopey family member 2,MGI:1917278,chr16,4,0
ND,Doxl2,diamine oxidase-like protein 2,MGI:3618290,chr6,0,1
ND,Dpf3,"D4, zinc and double PHD fingers, family 3",MGI:1917377,chr12,1,0
ND,Dph5,DPH5 homolog (S. cerevisiae),MGI:1916990,chr3,1,1
ND,Dpp10,dipeptidylpeptidase 10,MGI:2442409,chr1,1,3
ND,Dpp8,dipeptidylpeptidase 8,MGI:1921638,chr9,1,0
Dpt,Dpt,dermatopontin,MGI:1928392,chr1,0,4
ND,Dpy19l4,dpy-19-like 4 (C. elegans),MGI:2685869,chr4,1,0
ND,Dpyd,dihydropyrimidine dehydrogenase,MGI:2139667,chr3,0,1
ND,Drp2,dystrophin related protein 2,MGI:107432,chrX,0,1
ND,Dscam,Down syndrome cell adhesion molecule,MGI:1196281,chr16,0,1
ND,Dscr2,Down syndrome critical region homolog 2 (human),MGI:1860263,chr16,1,0
ND,Dscr3,Down syndrome critical region gene 3,MGI:1206040,chr16,1,0
ND,Dst,dystonin,MGI:104627,chr1,3,3
ND,Dtd1,D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae),MGI:1913294,chr2,2,0
ND,Dtwd2,DTW domain containing 2,MGI:1916107,chr18,2,0
ND,Dtx1,deltex 1 homolog (Drosophila),MGI:1352744,chr5,2,0
Evi70,Dtx2,deltex 2 homolog (Drosophila),MGI:1921448,chr5,4,0
NKI-28,Dtx3,deltex 3 homolog (Drosophila),MGI:2135752,chr10,3,0
ND,Dus2l,"dihydrouridine synthase 2-like (SMM1, S. cerevisiae)",MGI:1913619,chr8,1,0
ND,Dusp1,dual specificity phosphatase 1,MGI:105120,chr17,1,0
ND,Dusp10,dual specificity phosphatase 10,MGI:1927070,chr1,2,0
ND,Dusp11,dual specificity phosphatase 11 (RNA/RNP complex 1-interacting),MGI:1919352,chr6,1,0
ND,Dusp12,dual specificity phosphatase 12,MGI:1890614,chr1,0,1
Dusp2,Dusp2,dual specificity phosphatase 2,MGI:101911,chr2,3,0
ND,Dusp22,dual specificity phosphatase 22,MGI:1915926,chr13,4,0
ND,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),MGI:1919599,chr11,1,0
ND,Dusp4,dual specificity phosphatase 4,MGI:2442191,chr8,1,0
NKI-36,Dusp5,dual specificity phosphatase 5,MGI:2685183,chr19,1,0
ND,Dusp6,dual specificity phosphatase 6,MGI:1914853,chr10,4,0
Dkmi13,Dusp8,dual specificity phosphatase 8,MGI:106626,chr7,1,0
Evi153,Dym,dymeclin,MGI:1918480,chr18,4,0
ND,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,MGI:1330299,chr16,0,1
ND,Dyrk3,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3,MGI:1330300,chr1,1,0
ND,Dytn,dystrotelin,MGI:2685061,chr1,0,1
ND,E030002O03Rik,RIKEN cDNA E030002O03 gene,MGI:2443346,chr7,1,0
ND,E030018N11Rik,RIKEN cDNA E030018N11 gene,MGI:2442416,chr7,1,0
ND,E030049G20Rik,RIKEN cDNA E030049G20 gene,MGI:2686394,chr1,0,1
ND,E130016E03Rik,RIKEN cDNA E130016E03 gene,MGI:2444973,chr4,1,0
ND,E130203B14Rik,RIKEN cDNA E130203B14 gene,MGI:2444633,chr14,0,1
ND,E130309F12Rik,RIKEN cDNA E130309F12 gene,MGI:2445015,chr4,2,0
ND,E130319B15Rik,RIKEN cDNA E130319B15 gene,MGI:2443100,chr2,1,0
ND,E2f3,E2F transcription factor 3,MGI:1096340,chr13,2,1
ND,E2f7,E2F transcription factor 7,MGI:1289147,chr10,2,0
E330009J07Rik,E330009J07Rik,RIKEN cDNA E330009J07 gene,MGI:2444256,chr6,0,5
ND,E430002G05Rik,RIKEN cDNA E430002G05 gene,MGI:2445082,chr2,0,1
ND,E430018J23Rik,RIKEN cDNA E430018J23 gene,MGI:2141981,chr7,1,0
ND,E430028B21Rik,RIKEN cDNA E430028B21 gene,MGI:2443226,chr14,1,0
ND,Eapp,E2F-associated phosphoprotein,MGI:1913516,chr12,1,1
ND,Ebf1,early B-cell factor 1,MGI:95275,chr11,5,1
ND,Ebf2,early B-cell factor 2,MGI:894332,chr14,1,0
ND,Ece1,endothelin converting enzyme 1,MGI:1101357,chr4,1,0
ND,Ech1,"enoyl coenzyme A hydratase 1, peroxisomal",MGI:1858208,chr7,1,0
ND,Echdc2,enoyl Coenzyme A hydratase domain containing 2,MGI:1289238,chr4,1,0
ND,Echs1,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial",MGI:2136460,chr7,1,0
ND,Eda,ectodysplasin-A,MGI:1195272,chrX,0,1
ND,Edar,ectodysplasin-A receptor,MGI:1343498,chr10,1,1
ND,Edaradd,EDAR (ectodysplasin-A receptor)-associated death domain,MGI:1931001,chr13,2,0
ND,Edem1,"ER degradation enhancer, mannosidase alpha-like 1",MGI:2180139,chr6,1,1
ND,Edem3,"ER degradation enhancer, mannosidase alpha-like 3",MGI:1914217,chr1,1,0
ND,Edg1,endothelial differentiation sphingolipid G-protein-coupled receptor 1,MGI:1096355,chr3,4,0
ND,Edg5,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 5",MGI:99569,chr9,3,0
Evi158,Edg6,"endothelial differentiation, G-protein-coupled receptor 6",MGI:1333809,chr10,4,0
ND,Edg8,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 8",MGI:2150641,chr9,1,0
ND,Edn3,endothelin 3,MGI:95285,chr2,1,0
ND,Ednra,endothelin receptor type A,MGI:105923,chr8,1,0
ND,Ednrb,endothelin receptor type B,MGI:102720,chr14,1,0
ND,Eed,embryonic ectoderm development,MGI:95286,chr7,1,0
Btl50,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,MGI:1096881,chr9,2,0
ND,Eef1e1,eukaryotic translation elongation factor 1 epsilon 1,MGI:1913393,chr13,1,0
ND,Eef2,eukaryotic translation elongation factor 2,MGI:95288,chr10,1,0
ND,Eefsec,"eukaryotic elongation factor, selenocysteine-tRNA-specific",MGI:2137092,chr6,0,1
ND,Efcab2,EF-hand calcium binding domain 2,MGI:1915476,chr1,2,0
ND,Efcab3,EF-hand calcium binding domain 3,MGI:1924877,chr15,0,2
ND,Efcbp1,EF hand calcium binding protein 1,MGI:1916602,chr4,0,2
ND,Efha1,EF hand domain family A1,MGI:1915764,chr14,2,0
ND,Efhc2,EF-hand domain (C-terminal) containing 2,MGI:1921655,chrX,0,1
ND,Efhd1,EF hand domain containing 1,MGI:1921607,chr1,0,1
ND,Efna3,ephrin A3,MGI:106644,chr3,1,0
ND,Efnb2,ephrin B2,MGI:105097,chr8,1,1
ND,Eftud1,elongation factor Tu GTP binding domain containing 1,MGI:2141969,chr7,1,1
ND,EG114600,"predicted gene, EG114600",MGI:3647826,chr6,0,1
RHD3,EG209380,"predicted gene, EG209380",MGI:3647753,chr7,2,0
ND,EG236749,"predicted gene, EG236749",MGI:3648288,chrX,0,1
ND,EG328231,"predicted gene, EG328231",MGI:3644232,chr13,2,0
ND,EG330305,"predicted gene, EG330305",MGI:3645688,chr6,1,0
ND,EG381438,"predicted gene, EG381438",MGI:3646006,chr3,1,0
ND,EG381936,"predicted gene, EG381936",MGI:3648210,chr7,1,0
ND,EG432555,"predicted gene, EG432555",MGI:3645205,chr11,1,0
ND,EG432825,"predicted gene, EG432825",MGI:3646663,chr14,1,0
ND,EG433632,"predicted gene, EG433632",MGI:3648209,chr3,1,0
ND,EG434008,"predicted gene, EG434008",MGI:3647581,chr6,0,1
ND,EG545391,"predicted gene, EG545391",MGI:3648036,chr1,0,2
ND,EG545861,"predicted gene, EG545861",MGI:3647625,chr6,1,0
ND,EG622139,"predicted gene, EG622139",MGI:3643218,chr3,0,1
ND,EG624866,"predicted gene, EG624866",MGI:3646741,chr3,1,0
ND,EG629219,"predicted gene, EG629219",MGI:3648915,chr7,0,1
ND,EG630579,"predicted gene, EG630579",MGI:3704127,chr13,1,0
ND,EG636104,"predicted gene, EG636104",MGI:3645063,chrX,1,0
ND,EG667977,"predicted gene, EG667977",MGI:3704134,chr17,1,0
ND,Egfl7,EGF-like domain 7,MGI:2449923,chr2,2,0
ND,Egflam,"EGF-like, fibronectin type III and laminin G domains",MGI:2146149,chr15,0,1
ND,Egfr,epidermal growth factor receptor,MGI:95294,chr11,1,0
ND,Egln1,EGL nine homolog 1 (C. elegans),MGI:1932286,chr8,1,0
ND,Egln3,EGL nine homolog 3 (C. elegans),MGI:1932288,chr12,2,0
ND,Egr1,early growth response 1,MGI:95295,chr18,1,0
ND,Egr2,early growth response 2,MGI:95296,chr10,1,0
Egr3,Egr3,early growth response 3,MGI:1306780,chr14,2,0
ND,Ehbp1l1,EH domain binding protein 1-like 1,MGI:3612340,chr19,1,0
ND,Ehd2,EH-domain containing 2,MGI:2154274,chr7,1,0
ND,Ehd3,EH-domain containing 3,MGI:1928900,chr17,2,1
ND,Ehhadh,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase",MGI:1277964,chr16,1,0
ND,Ehmt1,euchromatic histone methyltransferase 1,MGI:1924933,chr2,0,1
ND,Eif1b,eukaryotic translation initiation factor 1B,MGI:1916219,chr9,2,1
ND,Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3,MGI:1341830,chr6,1,1
ND,Eif2c2,"eukaryotic translation initiation factor 2C, 2",MGI:2446632,chr15,0,1
ND,Eif2s3x,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked",MGI:1349431,chrX,1,0
ND,Eif3e,"eukaryotic translation initiation factor 3, subunit E",MGI:99257,chr15,0,1
ND,Eif3i,"eukaryotic translation initiation factor 3, subunit I",MGI:1860763,chr4,2,0
ND,Eif3m,"eukaryotic translation initiation factor 3, subunit M",MGI:1351744,chr2,1,0
Eif4a2,Eif4a2,eukaryotic translation initiation factor 4A2,MGI:106906,chr16,2,0
ND,Eif4e,eukaryotic translation initiation factor 4E,MGI:95305,chr3,1,0
ND,Eif4e3,eukaryotic translation initiation factor 4E member 3,MGI:1914142,chr6,1,0
ND,Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",MGI:1923935,chr4,1,0
cm12-96pending,Eif5,eukaryotic translation initiation factor 5,MGI:95309,chr12,2,0
Ela1,Ela1,"elastase 1, pancreatic",MGI:95314,chr15,4,0
ND,Elac2,elaC homolog 2 (E. coli),MGI:1890496,chr11,0,1
ND,Elavl4,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",MGI:107427,chr4,1,1
ND,Elf1,E74-like factor 1,MGI:107180,chr14,2,0
NKI-37, Aifm1,"apoptosis-inducing factor, mitochondrion-associated 1",MGI:1349419,chrX,5,0
NKI-37,Elf4 ,"E74-like factor 4 (ets domain transcription factor), mitochondrion-associated 1",MGI:1928377 ,chrX,5,0
ND,Elfn2,"leucine rich repeat and fibronectin type III, extracellular 2",MGI:3608416,chr15,2,0
ND,Elk3,"ELK3, member of ETS oncogene family",MGI:101762,chr10,2,0
Elk4,Elk4,"ELK4, member of ETS oncogene family",MGI:102853,chr1,4,0
ND,Ell,elongation factor RNA polymerase II,MGI:109377,chr8,1,0
ND,Ell2,elongation factor RNA polymerase II 2,MGI:2183438,chr13,1,0
BNC_008,Elmo1,"engulfment and cell motility 1, ced-12 homolog (C. elegans)",MGI:2153044,chr13,2,0
ND,Eln,elastin,MGI:95317,chr5,1,0
Elovl5,Elovl5,"ELOVL family member 5, elongation of long chain fatty acids (yeast)",MGI:1916051,chr9,3,0
ND,Elovl6,"ELOVL family member 6, elongation of long chain fatty acids (yeast)",MGI:2156528,chr3,3,0
ND,Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",MGI:1921809,chr13,0,1
ND,Eltd1,"EGF, latrophilin seven transmembrane domain containing 1",MGI:2655562,chr3,0,1
ND,Emb,embigin,MGI:95321,chr13,2,0
ND,Emcn,endomucin,MGI:1891716,chr3,1,0
ND,Emid1,EMI domain containing 1,MGI:2155091,chr11,1,0
ND,Emid2,EMI domain containing 2,MGI:2155345,chr5,2,0
ND,Emilin2,elastin microfibril interfacer 2,MGI:2389136,chr17,1,0
ND,Eml1,echinoderm microtubule associated protein like 1,MGI:1915769,chr12,1,0
Eml4,Eml4,echinoderm microtubule associated protein like 4,MGI:1926048,chr17,6,0
ND,En1,engrailed 1,MGI:95389,chr1,0,1
ND,En2,engrailed 2,MGI:95390,chr5,0,3
Casvis24,Enah,enabled homolog (Drosophila),MGI:108360,chr1,1,0
Enc1,Enc1,ectodermal-neural cortex 1,MGI:109610,chr13,2,0
ND,Endod1,endonuclease domain containing 1,MGI:1919196,chr9,0,1
ND,Endogl1,endonuclease G-like 1,MGI:2143333,chr9,1,0
ND,Enox2,ecto-NOX disulfide-thiol exchanger 2,MGI:2384799,chrX,0,1
ND,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6,MGI:2445171,chr8,2,0
ND,Enpp7,ectonucleotide pyrophosphatase/phosphodiesterase 7,MGI:3027917,chr11,0,1
ND,ENSMUSG00000033219,"predicted gene, ENSMUSG00000033219",MGI:3704245,chr5,0,1
ND,ENSMUSG00000043661,"predicted gene, ENSMUSG00000043661",MGI:3641899,chrX,3,0
ND,ENSMUSG00000053178,"predicted gene, ENSMUSG00000053178",MGI:3704243,chr5,1,0
Unknown16_1,ENSMUSG00000068293,"predicted gene, ENSMUSG00000068293",MGI:3642729,chr16,5,0
D130058E03,ENSMUSG00000072756,"predicted gene, ENSMUSG00000072756",MGI:3641660,chr6,2,0
ND,Entpd7,ectonucleoside triphosphate diphosphohydrolase 7,MGI:2135885,chr19,1,0
ND,Eomes,eomesodermin homolog (Xenopus laevis),MGI:1201683,chr9,1,0
ND,Ep300,E1A binding protein p300,MGI:1276116,chr15,1,0
ND,Epas1,endothelial PAS domain protein 1,MGI:109169,chr17,1,0
ND,Epb4.1,erythrocyte protein band 4.1,MGI:95401,chr4,1,0
ND,Epb4.1l1,erythrocyte protein band 4.1-like 1,MGI:103010,chr2,2,0
ND,Epb4.1l4a,erythrocyte protein band 4.1-like 4a,MGI:103007,chr18,1,1
Evi63,Epha2,Eph receptor A2,MGI:95278,chr4,2,0
ND,Epha4,Eph receptor A4,MGI:98277,chr1,0,1
ND,Epha5,Eph receptor A5,MGI:99654,chr5,1,0
